subjectID,l_fit,beta,tau,condition,NLL,AIC
g3l3agcg,7.915980896776726,0.7977170941647216,0.08377460463050908,0,828.3211951545802,1666.6423903091604
pkvny0ef,0.5249681748970764,0.34266874718730245,0.07515146698672336,0,761.1729300580923,1532.3458601161847
9dj4jlkr,0.8589156746033382,0.4078321939252524,0.07368447231734507,0,643.4906268868688,1296.9812537737375
0dwelmb3,0.7888106358802096,0.40704817181366826,0.07158540292650065,0,558.6453716987921,1127.2907433975843
vsz9su7d,0.6771520216478295,0.37443126208787914,0.07187303236416195,0,704.7449207656202,1419.4898415312405
4yzb4862,0.7072325341184362,0.3624491191390222,0.06390930985555604,0,578.0227637151177,1166.0455274302353
k6vyw9pp,0.7948183368207498,0.40869367656577765,0.07235282384951078,0,565.2457657397227,1140.4915314794455
jgyk3u4o,1.2932845429249236,0.37702246390697136,0.08047371343270446,0,727.0289137882869,1464.0578275765738
0kw6wclk,0.8008534488297023,0.4126605381651342,0.07355175744468487,0,613.7325651806322,1237.4651303612643
pbzu2qus,2.851606230300918,0.013076253742829693,0.04393151807268775,0,518.3181026717161,1046.6362053434323
ww3mrcvc,0.38021843133365013,0.7531004551171709,0.13302008207199784,0,602.8452718781832,1215.6905437563664
0urt1012,8.668296757635112,0.006737946999085467,0.09583482900226686,0,913.6245529676103,1837.2491059352205
w7mx2b49,6.782726182944604,0.006737946999085467,0.0436612935242449,0,572.8482155135825,1155.696431027165
9n12tt53,0.6845633750908113,0.3689591131007086,0.07605001851774888,0,701.2107418280787,1412.4214836561573
3484pa7t,12.428673889641434,0.006737946999085467,0.05208721151264856,0,691.8951255719899,1393.7902511439797
yl5llon7,5.413990580662261,0.006737946999085467,0.05218037817175865,0,688.2268050058764,1386.4536100117527
4c5nwmmv,9.230925672115418,0.006737946999085467,0.05855036621722596,0,598.2205892075622,1206.4411784151243
sg90jtjf,0.7277179815727055,0.4288483921838518,0.09354254582759157,0,732.4278869563539,1474.8557739127077
7jt9qf11,6.014270690009383,0.006737946999085467,0.06898420338992547,0,923.8908580366256,1857.7817160732511
aa79kq90,0.7160877417501498,0.36295222985001047,0.07058008899377857,0,613.4256164350128,1236.8512328700256
nvq7lger,7.742631861814493,0.006737946999085467,0.04099664474820072,0,648.0334058877594,1306.0668117755188
koqpugz2,1.305020725424565,0.15032052667490342,0.05357903831745447,0,642.0486090084809,1294.0972180169617
263rg2td,9.723260941282206,0.006737946999085467,0.06811478897156134,0,752.2121812995613,1514.4243625991226
j99jksdb,13.24960317734591,0.6938279885846683,0.06575843804803269,0,679.299734441478,1368.599468882956
orpbydft,18.64837455140588,0.006737946999085467,0.05715143052790499,0,698.2173109876722,1406.4346219753445
83sszyxu,10.700852793603199,0.0812784269553458,0.07407935813208906,0,765.0240728069638,1540.0481456139275
cr9sm4s3,8.29457184615882,0.006737946999085467,0.05948999322111991,0,573.9082781090414,1157.8165562180827
k47b3m0z,12.345449575834976,0.8476069389825117,0.05515449348665006,0,655.921978108923,1321.843956217846
s8h1cm8g,9.490839908979567,0.8122786076032174,0.3259902018742889,0,1008.2284650479672,2026.4569300959345
hlxy6xje,10.343284799176395,0.025367239953181325,0.0524852840429111,0,702.8432587073253,1415.6865174146506
cqqftsks,1.177648577091202,0.012477901083515316,0.03854211399197041,0,464.90682885879255,939.8136577175851
ucs98zuh,0.8474014589155301,0.29059298824833346,0.05477223994829432,0,688.6637507015942,1387.3275014031883
u12l2jht,13.385473517329066,0.5879521791182398,0.06702912438515429,0,774.1698245524216,1558.3396491048431
vh11eq4r,4.988584441751369,0.41279594854609747,0.059530897211923575,0,675.0670399803629,1360.1340799607258
pbun22w2,10.359068149058713,0.8642453968373927,0.07845465943628871,0,806.3046324782732,1622.6092649565464
ee94749o,0.7177881994723457,0.3277013374471124,0.05813656101272316,0,622.6442027986786,1255.2884055973573
elpewlq2,17.05038696395855,1.105345404160856,0.060745747903373865,0,693.3252626229748,1396.6505252459497
fqz14k0q,0.7416460723030418,0.4265779444018748,0.0922087639747321,0,718.2393730758236,1446.478746151647
