"","X","subjectID","l_fit","beta","tau","phi","block_nr","trial_nr","initial_opened","selected_choice","reward","average_reward","initial_opened_value","selected_choice_value","type","rewarded","trial_nr_c","block_nr_c","animal_opened","animal","prev_reward","distance_prev","distance","new_click","HV_click","logtrial","logdistance","logdistance_prev","loground","prev_reward_c","rres"
"1912",1912,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,0,25,140,42.4906705739704,38.3133517234439,"bee","ermine","sell",TRUE,-10,-13.5,"bee","ermine",34.1360328729174,5.4527,5.4527,TRUE,FALSE,-2.70830574054639,0.809741474285303,0.809741474285303,-2.14729162433539,-1.02713635236321,0.346955904602531
"1913",1913,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,1,25,38,15.8029875819705,30.8098970096194,"bee","boar","sell",TRUE,-9,-13.5,"bee","boar",42.4906705739704,5.0071,5.0071,TRUE,FALSE,-1.83959213128597,0.778664861693768,0.778664861693768,-2.14729162433539,-0.499479591936758,8.70159360565555
"1914",1914,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,2,25,60,9.1633161766195,25.3982518013694,"bee","camel","sell",TRUE,-8,-13.5,"bee","camel",15.8029875819705,2.9092,5.1403,TRUE,FALSE,-1.3314272460025,0.788189590222883,0.592087890098257,-2.14729162433539,-2.18500287310451,-17.9860893863443
"1915",1915,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,3,25,130,36.1805213916423,27.554705719424,"bee","eagle","sell",TRUE,-7,-13.5,"bee","eagle",9.1633161766195,5.0631,4.7335,TRUE,FALSE,-0.970878522025556,0.75841981684398,0.78269473120545,-2.14729162433539,-2.60434691044106,-24.6257607916953
"1916",1916,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,4,25,308,39.2121662305423,29.4976158046104,"bee","parrot","sell",TRUE,-6,-13.5,"bee","parrot",36.1805213916423,4.6147,5.5522,TRUE,FALSE,-0.691215204793625,0.81638714540235,0.749326556354335,-2.14729162433539,-0.89801187957087,2.39144442332744
"1917",1917,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,5,25,9,39.1235864845898,30.8727544731789,"bee","ant","sell",TRUE,-5,-13.5,"bee","ant",39.2121662305423,6.3364,6.3364,TRUE,FALSE,-0.46271363674208,0.865483002195348,0.865483002195348,-2.14729162433539,-0.706541231567076,5.42308926222746
"1918",1918,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,6,25,200,27.0385466941098,30.3934785007952,"bee","human","sell",TRUE,-4,-13.5,"bee","human",39.1235864845898,5.1296,5.1296,TRUE,FALSE,-0.269518313730731,0.787432134639003,0.787432134639003,-2.14729162433539,-0.712135693405053,5.33450951627501
"1919",1919,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,7,25,191,7.90665274379457,27.894942305573,"bee","heifer","sell",TRUE,-3,-13.5,"bee","heifer",27.0385466941098,7.4805,5.8887,TRUE,FALSE,-0.102164912765138,0.838137271821166,0.928421458487782,-2.14729162433539,-1.47539475665153,-6.750530274205
"1920",1920,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,8,25,187,35.8171476577858,28.6871628407942,"bee","harrier","sell",TRUE,-2,-13.5,"bee","harrier",7.90665274379457,5.5768,4.2537,TRUE,FALSE,0.0454512485413952,0.720465269808178,0.818014635197092,-2.14729162433539,-2.68371444014581,-25.8824242245203
"1921",1921,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,9,25,194,67.6705080961791,32.2311033185565,"bee","herring","sell",TRUE,-1,-13.5,"bee","herring",35.8171476577858,7.1437,7.9058,TRUE,FALSE,0.177498404466793,0.94967293783409,0.910821766620343,-2.14729162433539,-0.920961600922234,2.02807068947098
"1922",1922,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,10,25,194,67.2501272371795,35.1493553117751,"bee","herring","sell",TRUE,0,-13.5,"bee","herring",67.6705080961791,0,0,FALSE,TRUE,0.296949586869625,0,0,-2.14729162433539,1.09081216821443,33.8814311278643
"1923",1923,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,11,25,194,69.4449055778525,37.7874745630118,"bee","herring","sell",TRUE,1,-13.5,"bee","herring",67.2501272371795,0,0,FALSE,TRUE,0.405999972518338,0,0,-2.14729162433539,1.06426202802378,33.4610502688647
"1924",1924,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,12,25,194,66.4371849901228,39.8338824506626,"bee","herring","sell",TRUE,2,-13.5,"bee","herring",69.4449055778525,0,0,FALSE,TRUE,0.50631660285056,0,0,-2.14729162433539,1.20287840739684,35.6558286095376
"1925",1925,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,13,25,194,68.8036545918569,41.7652005934089,"bee","herring","sell",TRUE,3,-13.5,"bee","herring",66.4371849901228,0,0,FALSE,TRUE,0.599195295529687,0,0,-2.14729162433539,1.01291875164907,32.648108021808
"1926",1926,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,14,25,194,67.0599158635254,43.3461202977912,"bee","herring","sell",TRUE,4,-13.5,"bee","herring",68.8036545918569,0,0,FALSE,TRUE,0.685663289750269,0,0,-2.14729162433539,1.16237869573992,35.0145776235421
"1927",1927,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,15,25,194,66.5537284760335,44.7112737200407,"bee","herring","sell",TRUE,5,-13.5,"bee","herring",67.0599158635254,0,0,FALSE,TRUE,0.76654869649528,0,0,-2.14729162433539,1.05224878211056,33.2708388952106
"1928",1928,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,16,25,194,69.1997746134891,46.071745991899,"bee","herring","sell",TRUE,6,-13.5,"bee","herring",66.5537284760335,0,0,FALSE,TRUE,0.842528856994034,0,0,-2.14729162433539,1.02027932914206,32.7646515077187
"1929",1929,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,17,25,194,68.793251973937,47.2676147277957,"bee","herring","sell",TRUE,7,-13.5,"bee","herring",69.1997746134891,0,0,FALSE,TRUE,0.914164857801813,0,0,-2.14729162433539,1.18739658578297,35.4106976451743
"1930",1930,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,18,25,194,69.4082577257581,48.3746468776938,"bee","herring","sell",TRUE,8,-13.5,"bee","herring",68.793251973937,0,0,FALSE,TRUE,0.981926701533818,0,0,-2.14729162433539,1.16172169398018,35.0041750056222
"1931",1931,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,19,25,194,69.3687466308577,49.3743659135588,"bee","herring","sell",TRUE,9,-13.5,"bee","herring",69.4082577257581,0,0,FALSE,TRUE,1.04621201372721,0,0,-2.14729162433539,1.20056382624986,35.6191807574433
"1932",1932,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,1,20,25,194,68.3392416055407,50.2364057177398,"bee","herring","sell",TRUE,10,-13.5,"bee","herring",69.3687466308577,0,0,FALSE,TRUE,1.10736018081316,0,0,-2.14729162433539,1.19806841028066,35.5796696625428
"1933",1933,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,0,303,70,59.0497364899213,47.8345543604427,"ox","caterpillar","sell",TRUE,-10,-12.5,"ox","caterpillar",36.6193722309641,6.6658,6.6658,TRUE,FALSE,-2.70830574054639,0.88455748436401,0.88455748436401,-1.66237327903296,-0.870295224406064,2.83029526264926
"1934",1934,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,1,303,123,50.7095743325716,48.7928943511523,"ox","dragon","sell",TRUE,-9,-12.5,"ox","dragon",59.0497364899213,4.3554,4.3554,TRUE,FALSE,-1.83959213128597,0.72879191425378,0.72879191425378,-1.66237327903296,0.546347096131047,25.2606595216064
"1935",1935,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,2,303,272,56.7108341295222,50.7723792957448,"ox","monkey","sell",TRUE,-8,-12.5,"ox","monkey",50.7095743325716,3.1392,5.2165,TRUE,FALSE,-1.3314272460025,0.793545937985268,0.616916411372468,-1.66237327903296,0.0196045726552841,16.9204973642567
"1936",1936,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,3,303,412,49.4570755000186,50.5093185365995,"ox","tarantula","sell",TRUE,-7,-12.5,"ox","tarantula",56.7108341295222,3.0771,3.0771,TRUE,FALSE,-0.970878522025556,0.610351363626693,0.610351363626693,-1.66237327903296,0.398628225893694,22.9217571612074
"1937",1937,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,4,303,146,8.0488790552671,43.4325786230441,"ox","fish","sell",TRUE,-6,-12.5,"ox","fish",49.4570755000186,8.2065,8.1424,TRUE,FALSE,-0.691215204793625,0.961060218702649,0.9640945574952,-1.66237327903296,-0.059499931940952,15.6679985317037
"1938",1938,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,5,303,116,49.2848212377566,44.2686132822888,"ox","dodo","sell",TRUE,-5,-12.5,"ox","dodo",8.0488790552671,7.7237,4.4937,TRUE,FALSE,-0.46271363674208,0.739864939776589,0.940700722176631,-1.66237327903296,-2.67473180350203,-25.7401979130477
"1939",1939,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,6,303,400,34.1556935930561,43.0044983211347,"ox","stickleback","sell",TRUE,-4,-12.5,"ox","stickleback",49.2848212377566,4.3672,5.2589,TRUE,FALSE,-0.269518313730731,0.796498012777912,0.729747778867813,-1.66237327903296,-0.070379054321489,15.4957442694418
"1940",1940,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,7,303,142,54.444685858001,44.2756302696754,"ox","falcon","sell",TRUE,-3,-12.5,"ox","falcon",34.1556935930561,6.9389,5.3104,TRUE,FALSE,-0.102164912765138,0.800056888925098,0.899760331517165,-1.66237327903296,-1.02589463342012,0.366616624741248
"1941",1941,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,8,303,236,44.5503421837479,44.3031014610826,"ox","leopard","sell",TRUE,-2,-12.5,"ox","leopard",54.444685858001,3.6964,3.6964,TRUE,FALSE,0.0454512485413952,0.671765079379813,0.671765079379813,-1.66237327903296,0.255504310963645,20.6556088896861
"1942",1942,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,9,303,25,52.1902762001204,45.0201173464497,"ox","bee","sell",TRUE,-1,-12.5,"ox","bee",44.5503421837479,5.988,2.938,TRUE,FALSE,0.177498404466793,0.595275711802099,0.844352896310893,-1.66237327903296,-0.36939619537959,10.7612652154331
"1943",1943,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,10,303,151,58.0082162062607,46.1024589181006,"ox","fox","sell",TRUE,0,-12.5,"ox","fox",52.1902762001204,3.7862,2.6783,TRUE,FALSE,0.296949586869625,0.565647147150918,0.679990842434873,-1.66237327903296,0.113121775739952,18.4011992318056
"1944",1944,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,11,303,151,56.4464369173459,46.8981495334272,"ox","fox","sell",TRUE,1,-12.5,"ox","fox",58.0082162062607,0,0,FALSE,TRUE,0.405999972518338,0,0,-1.66237327903296,0.480567437160858,24.2191392379459
"1945",1945,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,12,303,445,35.0169170274768,46.0494900687164,"ox","wildcat","sell",TRUE,2,-12.5,"ox","wildcat",56.4464369173459,4.4202,4.4202,TRUE,FALSE,0.50631660285056,0.734015311869357,0.734015311869357,-1.66237327903296,0.381929599162681,22.6573599490311
"1946",1946,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,13,303,367,47.503051805695,46.146394184515,"ox","serpent","sell",TRUE,3,-12.5,"ox","serpent",35.0169170274768,4.2559,3.318,TRUE,FALSE,0.599195295529687,0.635282637998212,0.720647093640511,-1.66237327903296,-0.97150204529478,1.22784005916201
"1947",1947,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,14,303,5,35.1150009437999,45.4569321069703,"ox","anaconda","sell",TRUE,4,-12.5,"ox","anaconda",47.503051805695,2.6908,3.4416,TRUE,FALSE,0.685663289750269,0.647539444438742,0.567120511939161,-1.66237327903296,-0.182910886339768,13.7139748373802
"1948",1948,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,15,303,386,47.2094607040249,45.5600220244441,"ox","snake","sell",TRUE,5,-12.5,"ox","snake",35.1150009437999,2.6425,2.7757,TRUE,FALSE,0.76654869649528,0.576997479926748,0.561399560442028,-1.66237327903296,-0.965307325261562,1.32592397548512
"1949",1949,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,16,303,86,52.7714818882238,45.960658683543,"ox","cobra","sell",TRUE,6,-12.5,"ox","cobra",47.2094607040249,1.1468,2.2472,TRUE,FALSE,0.842528856994034,0.511509038309229,0.331791586614998,-1.66237327903296,-0.201453321708062,13.4203837357101
"1950",1950,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,17,303,198,53.3219936547346,46.3480973662373,"ox","hornet","sell",TRUE,7,-12.5,"ox","hornet",52.7714818882238,4.5704,2.0481,TRUE,FALSE,0.914164857801813,0.484029210940457,0.745886382167524,-1.66237327903296,0.149829185624096,18.982404919909
"1951",1951,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,18,303,209,57.029132280288,46.8821491119398,"ox","insect","sell",TRUE,8,-12.5,"ox","insect",53.3219936547346,4.4098,3.4466,TRUE,FALSE,0.981926701533818,0.64802806365041,0.733181209560923,-1.66237327903296,0.184598048821732,19.5329166864198
"1952",1952,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,19,303,209,56.6944157449157,47.3493999039863,"ox","insect","sell",TRUE,9,-12.5,"ox","insect",57.029132280288,0,0,FALSE,TRUE,1.04621201372721,0,0,-1.66237327903296,0.418731092958971,23.2400553119732
"1953",1953,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,2,20,303,209,56.5276628265014,47.7665936731915,"ox","insect","sell",TRUE,10,-12.5,"ox","insect",56.6944157449157,0,0,FALSE,TRUE,1.10736018081316,0,0,-1.66237327903296,0.397591284264042,22.9053387766009
"1954",1954,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,0,279,360,31.1364174301696,29.092454941432,"mule","salmon","sell",TRUE,-10,-11.5,"mule","salmon",27.0484924526945,10.0034,10.0034,TRUE,FALSE,-2.70830574054639,1.04152690089309,1.04152690089309,-1.31831823765743,-1.4747666089158,-6.74058451562034
"1955",1955,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,1,279,169,43.901496838125,34.0288022403297,"mule","goose","sell",TRUE,-9,-11.5,"mule","goose",31.1364174301696,6.0618,6.0618,TRUE,FALSE,-1.83959213128597,0.848915413577354,0.848915413577354,-1.31831823765743,-1.21658410864903,-2.65265953814524
"1956",1956,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,2,279,179,37.4891424910374,34.8938873030066,"mule","grouse","sell",TRUE,-8,-11.5,"mule","grouse",43.901496838125,3.0453,3.0453,TRUE,FALSE,-1.3314272460025,0.60695073448064,0.60695073448064,-1.31831823765743,-0.410375546650082,10.1124198698102
"1957",1957,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,3,279,348,47.8435556468033,37.483820971766,"mule","raven","sell",TRUE,-7,-11.5,"mule","raven",37.4891424910374,4.7176,4.7243,TRUE,FALSE,-0.970878522025556,0.757722386256576,0.757213769093111,-1.31831823765743,-0.815362841438971,3.70006552272257
"1958",1958,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,4,279,82,59.0415264832024,41.0767718903387,"mule","cicada","sell",TRUE,-6,-11.5,"mule","cicada",47.8435556468033,4.4027,4.4027,TRUE,FALSE,-0.691215204793625,0.732610852795199,0.732610852795199,-1.31831823765743,-0.16140556676268,14.0544786784884
"1959",1959,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,5,279,125,51.9038162662071,42.6234925154628,"mule","drake","sell",TRUE,-5,-11.5,"mule","drake",59.0415264832024,4.6681,4.6681,TRUE,FALSE,-0.46271363674208,0.753437503725226,0.753437503725226,-1.31831823765743,0.545828573879891,25.2524495148876
"1960",1960,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,6,279,130,47.6580169943987,43.2528080753298,"mule","eagle","sell",TRUE,-4,-11.5,"mule","eagle",51.9038162662071,3.5403,4.7129,TRUE,FALSE,-0.269518313730731,0.756856622130164,0.657084549782232,-1.31831823765743,0.0950297260150923,18.1147392978923
"1961",1961,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,7,279,134,34.7152245716939,42.3041876860369,"mule","eel","sell",TRUE,-3,-11.5,"mule","eel",47.6580169943987,5.3105,5.905,TRUE,FALSE,-0.102164912765138,0.83916368291465,0.800063771072678,-1.31831823765743,-0.173123695993986,13.8689400260839
"1962",1962,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,8,279,429,35.9310699766993,41.6668759151031,"mule","turtle","sell",TRUE,-2,-11.5,"mule","turtle",34.7152245716939,4.4734,5.784,TRUE,FALSE,0.0454512485413952,0.831485839248657,0.73825718785471,-1.31831823765743,-0.990556140703784,0.926147603379079
"1963",1963,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,9,279,21,51.206906409739,42.5341514146155,"mule","bandicoot","sell",TRUE,-1,-11.5,"mule","bandicoot",35.9310699766993,5.2586,4.1705,TRUE,FALSE,0.177498404466793,0.713532542463629,0.796477195786565,-1.31831823765743,-0.913766569385367,2.1419930083845
"1964",1964,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,10,279,430,39.1148024880856,42.249205670738,"mule","vaquita","sell",TRUE,0,-11.5,"mule","vaquita",51.206906409739,6.4882,7.0133,TRUE,FALSE,0.296949586869625,0.903811402057857,0.874377435320918,-1.31831823765743,0.0510147477082675,17.4178294414242
"1965",1965,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,11,279,200,57.180002879372,43.3977285329406,"mule","human","sell",TRUE,1,-11.5,"mule","human",39.1148024880856,6.2366,6.3412,TRUE,FALSE,0.405999972518338,0.865767055935394,0.859534567845929,-1.31831823765743,-0.712690467328817,5.32572551977075
"1966",1966,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,12,279,200,59.7850924880693,44.5682545297355,"mule","human","sell",TRUE,2,-11.5,"mule","human",57.180002879372,0,0,FALSE,TRUE,0.50631660285056,0,0,-1.31831823765743,0.428259679883361,23.3909259110572
"1967",1967,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,13,279,200,59.3052535031448,45.5507211279628,"mule","human","sell",TRUE,3,-11.5,"mule","human",59.7850924880693,0,0,FALSE,TRUE,0.599195295529687,0,0,-1.31831823765743,0.592790230785953,25.9960155197545
"1968",1968,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,14,279,200,58.5841039093687,46.3653075518007,"mule","human","sell",TRUE,4,-11.5,"mule","human",59.3052535031448,0,0,FALSE,TRUE,0.685663289750269,0,0,-1.31831823765743,0.562484873046781,25.51617653483
"1969",1969,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,15,279,200,60.8062653028671,47.2147756548046,"mule","human","sell",TRUE,5,-11.5,"mule","human",58.5841039093687,0,0,FALSE,TRUE,0.76654869649528,0,0,-1.31831823765743,0.516938977216158,24.7950269410539
"1970",1970,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,16,279,200,59.7974728888849,47.9138143900313,"mule","human","sell",TRUE,6,-11.5,"mule","human",60.8062653028671,0,0,FALSE,TRUE,0.842528856994034,0,0,-1.31831823765743,0.65728479758492,27.0171883345522
"1971",1971,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,17,279,200,57.7091282391378,48.4293572241948,"mule","human","sell",TRUE,7,-11.5,"mule","human",59.7974728888849,0,0,FALSE,TRUE,0.914164857801813,0,0,-1.31831823765743,0.59357214406824,26.0083959205701
"1972",1972,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,18,279,200,59.1397120118077,48.9648749635754,"mule","human","sell",TRUE,8,-11.5,"mule","human",57.7091282391378,0,0,FALSE,TRUE,0.981926701533818,0,0,-1.31831823765743,0.46167783434843,23.920051270823
"1973",1973,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,19,279,200,57.8639614245871,49.3886409855284,"mule","human","sell",TRUE,9,-11.5,"mule","human",59.1397120118077,0,0,FALSE,TRUE,1.04621201372721,0,0,-1.31831823765743,0.552029711475372,25.3506350434929
"1974",1974,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,3,20,279,200,58.7353908879759,49.8134932538214,"mule","human","sell",TRUE,10,-11.5,"mule","human",57.8639614245871,0,0,FALSE,TRUE,1.10736018081316,0,0,-1.31831823765743,0.471456687718741,24.0748844562722
"1975",1975,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,0,399,269,23.6072325447857,29.5775334085784,"steer","mite","sell",TRUE,-10,-10.5,"steer","mite",35.5478342723711,6.3165,6.3165,TRUE,FALSE,-2.70830574054639,0.864303376933002,0.864303376933002,-1.05144841457186,-0.937970720117133,1.75875730405626
"1976",1976,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,1,399,111,46.36612638258,35.1737310665789,"steer","darter","sell",TRUE,-9,-10.5,"steer","darter",23.6072325447857,6.4947,5.0758,TRUE,FALSE,-1.83959213128597,0.783603469547899,0.874754253468201,-1.05144841457186,-1.69210745836565,-10.1818444235291
"1977",1977,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,2,399,157,31.3986340683652,34.2299568170255,"steer","gazelle","sell",TRUE,-8,-10.5,"steer","gazelle",46.36612638258,5.1735,5.1735,TRUE,FALSE,-1.3314272460025,0.790531452480991,0.790531452480991,-1.05144841457186,-0.254716080900357,12.5770494142652
"1978",1978,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,3,399,200,32.1499114947563,33.8139477525717,"steer","human","sell",TRUE,-7,-10.5,"steer","human",31.3986340683652,5.0294,7.2868,TRUE,FALSE,-0.970878522025556,0.918386857373381,0.780274096608805,-1.05144841457186,-1.20002320118768,-2.39044289994959
"1979",1979,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,4,399,270,39.268831346911,34.7230950182949,"steer","mockingbird","sell",TRUE,-6,-10.5,"steer","mockingbird",32.1499114947563,7.5643,6.5614,TRUE,FALSE,-0.691215204793625,0.878602212959432,0.932691871847833,-1.05144841457186,-1.1525745113491,-1.63916547355856
"1980",1980,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,5,399,398,43.1896718978051,35.9326060010821,"steer","starling","sell",TRUE,-5,-10.5,"steer","starling",39.268831346911,3.3009,5.4328,TRUE,FALSE,-0.46271363674208,0.808400049108029,0.633559344913293,-1.05144841457186,-0.702962413094965,5.47975437859621
"1981",1981,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,6,399,199,37.570694322488,36.1373670412578,"steer","horse","sell",TRUE,-4,-10.5,"steer","horse",43.1896718978051,7.527,6.5553,TRUE,FALSE,-0.269518313730731,0.878251713646301,0.9307962629833,-1.05144841457186,-0.455332522097696,9.4005949294903
"1982",1982,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,7,399,29,49.5074346797745,37.6229301122041,"steer","bird","sell",TRUE,-3,-10.5,"steer","bird",37.570694322488,8.0612,2.7482,TRUE,FALSE,-0.102164912765138,0.573822756329665,0.95718571631565,-1.05144841457186,-0.810212244042673,3.78161735417315
"1983",1983,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,8,399,69,21.4809196433729,36.008729065321,"steer","cat","sell",TRUE,-2,-10.5,"steer","cat",49.5074346797745,6.7027,6.7027,TRUE,FALSE,0.0454512485413952,0.88664298355746,0.88664298355746,-1.05144841457186,-0.0563193797017579,15.7183577114596
"1984",1984,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,9,399,223,22.5305994857757,34.7834445580896,"steer","kitten","sell",TRUE,-1,-10.5,"steer","kitten",21.4809196433729,1.2057,6.8961,TRUE,FALSE,0.177498404466793,0.89741263981016,0.343546443188257,-1.05144841457186,-1.82639974216762,-12.308157324942
"1985",1985,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,10,399,47,19.5129760679215,33.5109055172422,"steer","bulldog","sell",TRUE,0,-10.5,"steer","bulldog",22.5305994857757,2.6667,8.2804,TRUE,FALSE,0.296949586869625,0.967566695405171,0.56427537855227,-1.05144841457186,-1.76010474710668,-11.2584774825392
"1986",1986,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,11,399,81,9.81138893892657,31.6878657804487,"steer","chipmunk","sell",TRUE,1,-10.5,"steer","chipmunk",19.5129760679215,5.7257,4.6213,TRUE,FALSE,0.405999972518338,0.749836763529527,0.827737491695494,-1.05144841457186,-1.95068983934249,-14.2761009003934
"1987",1987,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,12,399,50,42.4964379487299,32.4599066496117,"steer","bullock","sell",TRUE,2,-10.5,"steer","bullock",9.81138893892657,8.3893,6.3484,TRUE,FALSE,0.50631660285056,0.866192788497221,0.972633215538813,-1.05144841457186,-2.56341635348387,-23.9776880293883
"1988",1988,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,13,399,166,25.0281347415675,31.9644551890754,"steer","goat","sell",TRUE,3,-10.5,"steer","goat",42.4964379487299,5.08,7.4989,TRUE,FALSE,0.599195295529687,0.929362719262021,0.783903579272735,-1.05144841457186,-0.499115339842216,8.70736098041503
"1989",1989,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,14,399,60,23.4878220804563,31.4346656197867,"steer","camel","sell",TRUE,4,-10.5,"steer","camel",25.0281347415675,2.9372,6.5473,TRUE,FALSE,0.685663289750269,0.877791613242372,0.595187476433673,-1.05144841457186,-1.60236704389594,-8.76094222674736
"1990",1990,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,15,399,326,24.5639136762584,31.0305037407556,"steer","pony","sell",TRUE,5,-10.5,"steer","pony",23.4878220804563,4.1528,7.1825,TRUE,FALSE,0.76654869649528,0.912886013980042,0.712043286147855,-1.05144841457186,-1.69964910661224,-10.3012548878585
"1991",1991,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,16,399,277,38.3798620891595,31.4388014267781,"steer","moth","sell",TRUE,6,-10.5,"steer","moth",24.5639136762584,9.1834,4.6581,TRUE,FALSE,0.842528856994034,0.752670618812808,1.00789280302133,-1.05144841457186,-1.63168601525144,-9.22516329205645
"1992",1992,4,0.551064288388808,0.236581937069349,0.0302591829821238,0.0285617376791737,4,17,399,57,19.9702055757744,30.8351911188305,"steer","buzzard","sell",TRUE,7,-10.5,"steer","buzzard",38.3798620891595,5.075,2.9962,TRUE,FALSE,0.914164857801813,0.601647215470563,0.78354628227035,-1.05144841457186,-0.759107353839044,4.5907851208447
