"","X","subjectID","score","variation","variationR","bonus","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","trials","slope_score","slope_novel","slope_dprev","slope_dhv","slope_dprew"
"405",405,"l6z1al71",47.6363636363636,70,46,0.486545454545453,1.09875047619048,1.57230523809524,150,148,60,210,0.443433200252639,-0.281867705259594,-0.207215503101657,-0.194242072504774,-0.702217088187823
"406",406,"2k8tzxpc",51.1045454545454,92,70,0.653018181818179,3.39281666666667,4.15615857142857,70,49,140,210,0.792001627330217,-0.388383273507856,-0.253345536204788,-0.227007028315501,-1.42888978319148
"407",407,"6bs8pbg3",46.3272727272727,49,38,0.42370909090909,3.95211619047619,4.70720142857143,95,74,115,210,0.810651388756839,-0.337867133474733,-0.258523409514621,-0.289980262185585,-0.480905025778169
"408",408,"yncwfpu2",40.9272727272727,50,34,0.16450909090909,0.853480952380952,1.50975476190476,170,161,40,210,0.650798006348823,-0.396874529873207,-0.255655451605105,-0.216003374649241,-1.37077608840987
"409",409,"n3orgwur",47.7954545454546,76,57,0.494181818181821,3.45951571428571,3.95039761904762,82,52,128,210,1.00743333768147,-0.266754575827983,-0.215640653888411,-0.226437375277524,-1.07845760693877
"410",410,"74v9c2vv",55.1272727272727,89,66,0.84610909090909,2.08684523809524,3.1428680952381,98,98,112,210,0.56897803154767,-0.373176215099552,-0.26225759747567,-0.241922968499451,-0.745628473539765
"411",411,"ouhy0co3",46.040909090909,69,53,0.409963636363632,0.397035714285714,0.576685714285714,189,188,21,210,0.0941581970725617,0.0206518351417926,0.00182023475172124,0.00194491735657357,-0.488668546049715
"412",412,"heb68jyq",48.7227272727273,25,19,0.538690909090911,1.26328238095238,1.88848095238095,152,145,58,210,0.11097143748313,-0.186487537963414,0.0302840665458002,0.0085676236028995,-0.0130780386023037
"413",413,"l8tn3b98",43.7409090909092,48,34,0.299563636363642,4.15179571428571,4.52202523809524,1,0,209,210,0.240366910199498,-0.245618911012855,-0.0125362065390135,-0.0712252767336225,0.0152703865307318
"414",414,"xzo0n6f7",45.2954545454545,189,123,0.374181818181816,3.08159,3.54402714285714,116,60,94,210,1.17506303221031,-0.479535620174535,-0.331335760169939,-0.339741847411781,-1.11857769218213
"415",415,"u4d1r83z",49.2136363636363,75,54,0.562254545454542,0.864815238095238,1.58386857142857,161,160,49,210,0.610561756366722,-0.138545088914906,-0.0204400009028733,-0.0438952908082431,-0.321731044310174
"416",416,"0ebc7yyz",47.8636363636365,61,47,0.497454545454552,2.58424904761905,3.20553761904762,99,99,111,210,0.381703636329695,-0.482622936059898,-0.176010655416865,-0.143160073781486,-0.595505750153111
"417",417,"6qqrh7uk",41.2499999999999,59,51,0.179999999999995,4.79297714285714,4.89951428571429,5,1,205,210,0.743244517231264,-0.195855418638653,-0.150745783982896,-0.172498721445416,-1.76832327501272
"418",418,"xq8bdjpk",45.4363636363638,154,102,0.380945454545462,1.40971619047619,1.80432380952381,136,136,74,210,1.01073392124436,-0.345442840696761,-0.281536760629826,-0.272204399907939,-1.13561889257861
"419",419,"k1lvu5z4",56.9409090909091,64,50,0.933163636363637,1.80408428571429,2.21187095238095,135,135,75,210,0.675935146870726,-0.504232498954022,-0.277566908190921,-0.252338370972625,-1.05994741384636
"420",420,"51ave3lv",42.6363636363636,40,33,0.246545454545453,3.13385047619048,4.10824904761905,50,43,160,210,0.58535225913157,-0.374725340192422,-0.204349796922547,-0.178786633458065,-1.23067531193626
"421",421,"m2jdeoos",46.2136363636362,147,109,0.418254545454537,4.26748809523809,4.52684,7,3,203,210,0.698695412265018,-0.290937908298496,-0.211659251577614,-0.22544740972622,-1.59874227265908
"422",422,"r48qhh0c",45.4909090909091,136,107,0.383563636363637,1.13665857142857,1.36857142857143,168,159,42,210,0.93491226607214,-0.305447543048975,-0.194113481058946,-0.221875179844858,-1.03916258548687
"423",423,"53m70sf4",40.5000000000002,46,30,0.14400000000001,4.02868857142857,5.16084428571429,84,42,126,210,1.09687594439844,-0.500512225696733,-0.18122974148176,-0.336054226158614,-1.12079423801919
"424",424,"oe89xydy",50.2681818181818,33,27,0.612872727272727,0.812671904761905,1.06179857142857,169,169,41,210,0.326897635091687,-0.120948293919627,-0.0407671321441191,-0.0635999531518474,-0.361059592394951
"425",425,"tylvjvpr",42.5772727272727,31,25,0.24370909090909,3.63016047619048,4.22538476190476,53,32,157,210,0.721744766274682,-0.18841308989802,-0.173433413404025,-0.184828781983017,-1.46551197202152
"426",426,"klh8xxn9",44.7545454545455,137,97,0.348218181818184,1.41588571428571,2.25294523809524,139,136,71,210,1.15638522272425,-0.342933551391106,-0.293284120103602,-0.293087030939121,-1.28144104161278
"427",427,"j83xvrth",49.8227272727274,62,51,0.591490909090915,2.7225580952381,3.89511571428571,122,96,88,210,1.03030134495461,-0.299792466778935,-0.287941774979401,-0.278626854898781,-0.994543519360576
"428",428,"bqy7rf29",49.1363636363638,45,28,0.558545454545462,1.64658,2.23160238095238,127,127,83,210,0.570618148602731,-0.234812076226062,-0.169879626443718,-0.154298270858813,-0.980195680933989
"429",429,"vcz6zfs4",38.2318181818184,65,50,0.0351272727272831,4.4281819047619,4.45458142857143,19,11,191,210,0.676448577186898,-0.560691189243879,-0.251438940507976,-0.235111683531779,-1.3815198279233
"430",430,"8z9xy2k3",48.1818181818183,112,81,0.512727272727279,1.0701280952381,1.30434333333333,156,156,54,210,0.756533720491122,-0.249783073189049,-0.178248173810405,-0.195770463327331,-1.30510157247481
"431",431,"l0wdr05u",43.0227272727273,46,39,0.265090909090911,4.36023428571429,4.42015190476191,3,0,207,210,0.202718845930452,-0.104643057645564,0.0231485273041731,0.0360661832111271,-0.197713269160619
"432",432,"av3l6owl",40.5181818181817,181,134,0.144872727272722,0,0,210,210,0,210,0.520500487640729,-0.726724684781206,-0.281258520467637,-0.249848035344204,-0.848202310959219
"433",433,"k95npjeg",52.4590909090909,16,10,0.718036363636364,2.90759476190476,3.03176,78,73,132,210,0.385610150222434,-0.435783489793865,-0.173743723770218,-0.132347136974348,-0.505987980637822
"434",434,"hbl8dak5",36.3681818181817,77,59,0,5.54678714285714,4.92089761904762,8,0,202,210,0.330973489508596,-0.628401319062286,-0.164112240205427,-0.140738308650478,-0.807271976581395
"435",435,"de8w56p0",39.109090909091,90,76,0.077236363636368,1.23301333333333,1.2576319047619,174,143,36,210,1.22209063429757,-0.462819026064453,-0.336354410440542,-0.314650366647076,-1.40921110508408
"436",436,"edynb47f",50.5,57,35,0.624,2.46133476190476,3.3300380952381,106,106,104,210,0.642587908701744,-0.29343454104771,-0.228996908660316,-0.222202585728172,-1.55067761214363
"437",437,"uw7rul53",41.9227272727273,44,35,0.21229090909091,4.57865952380952,4.45293142857143,0,0,210,210,0.129524210825104,-0.254673978955606,-0.0131924644585641,-0.0581414204103244,-0.00442098949908565
"438",438,"q9v14w67",54.2681818181817,131,96,0.804872727272722,1.29503047619048,1.5341480952381,154,154,56,210,0.636564161499215,-0.32159927829489,-0.24878559133992,-0.270260582900792,-1.24713293524992
"439",439,"wow5jbck",39.2727272727272,42,32,0.0850909090909056,0.938957142857143,0.62849619047619,186,165,24,210,0.403896331226954,-0.246707614559974,-0.0406481345825714,-0.170476871302024,-0.639400463954717
"440",440,"q3dgcpmu",48.0363636363636,20,18,0.505745454545453,2.05626142857143,2.59503666666667,124,122,86,210,0.67327178575387,-0.505370774834025,-0.289962278633263,-0.267501933477802,-0.97073369185947
"441",441,"xxlx39xs",49.3045454545455,38,28,0.566618181818184,1.43544142857143,1.77597619047619,142,141,68,210,0.583827358764976,-0.374091223662023,-0.227243548969984,-0.200817077329624,-0.612793132455732
"442",442,"4mdwzx9u",40.7363636363636,60,43,0.155345454545453,4.58869047619048,5.00756095238095,4,2,206,210,0.40093460684989,-0.144861281862577,0.000409691472160773,-0.0232270117384091,-0.302479699824331
"443",443,"msycs6l7",41.4545454545455,115,95,0.189818181818184,5.06922,4.6913880952381,3,0,207,210,0.748528506181109,-0.60058228429733,-0.302202878605702,-0.276806892718797,-1.26116355818173
"444",444,"j8cgr9v4",51.2727272727274,110,69,0.661090909090915,1.96540952380952,2.29129333333333,131,112,79,210,0.834979605675785,-0.357124124317354,-0.271207509861677,-0.280134947747223,-1.2224811719558
"445",445,"arqwm6sx",49.7818181818181,67,50,0.589527272727269,1.04511428571429,1.39362333333333,156,156,54,210,0.674114470410522,-0.242750434562721,-0.243239028683553,-0.232972264449758,-1.06358944676868
"446",446,"jcu4myzq",33.5272727272728,55,38,0,0.0337833333333333,0.0675666666666667,209,209,1,210,0.69992739905571,-0.492671559914351,-0.318571553270708,-0.298817124964079,-1.1939931218087
"447",447,"jkkgd2dq",49.5045454545455,13,10,0.576218181818184,1.82379380952381,1.98091666666667,124,124,86,210,0.597296623827215,-0.198962917534812,-0.171331136373819,-0.161570030008006,-1.32507980147243
"448",448,"dnvez1ph",61.3863636363636,51,44,1.14654545454545,0.783627142857143,0.999808571428571,171,171,39,210,0.701322606009234,-0.276097199359577,-0.0808787293628569,-0.105358571448375,-0.466456102151458
"449",449,"6t4lc2ba",36.9272727272727,34,25,0,0.37643,0.583424285714286,191,188,19,210,0.922751659642385,-0.382874678635083,-0.306239968280122,-0.270043744934378,-1.26788075529335
"450",450,"tjfj83e4",48.8545454545454,53,46,0.54501818181818,0.758315714285714,0.905325238095238,164,164,46,210,0.0193310741757197,-0.0240464308214121,0.0194990755665141,0.0226638665304081,-0.0207248114461175
"451",451,"apep85nb",50.2636363636363,30,20,0.612654545454542,1.23209,1.42244,156,152,54,210,-0.0430530852354211,-0.113555184325156,-0.0377422394773968,-0.0109400982763931,-0.0301321576172032
"452",452,"hbsvgc1e",47.0863636363636,51,39,0.460145454545453,0.993421904761905,1.22381047619048,161,160,49,210,0.965563639205194,-0.300201582383883,-0.264062964029494,-0.286482636235304,-0.96479964525018
"453",453,"vfjouvzl",50.9,35,26,0.6432,1.55165952380952,1.96070047619048,129,128,81,210,0.323537610098703,-0.119981894113189,-0.0816271830261377,-0.0670869923974894,-0.576930539554729
"454",454,"t8mh798j",51.7590909090909,29,21,0.684436363636363,1.81723380952381,2.24106333333333,125,125,85,210,0.637181892378028,-0.285314614536968,-0.231666629724268,-0.211036649560297,-1.63726343007101
"455",455,"zph264a5",47.3181818181817,60,47,0.471272727272722,2.11494142857143,2.48189238095238,143,123,67,210,0.633494071017259,-0.356072840617891,-0.23885651763208,-0.24065096218941,-1.03302248006537
"456",456,"vs1aswd5",54.9772727272729,48,42,0.838909090909099,1.57191285714286,2.72685904761905,130,129,80,210,0.563967868777359,-0.45562419224117,-0.221661076073903,-0.2077265070928,-1.35785172582117
"457",457,"t5cr88m1",48.8136363636363,24,18,0.543054545454542,2.27520095238095,2.91922904761905,85,85,125,210,0.599349624206443,-0.469876127067353,-0.294864848171979,-0.266830723641706,-0.614541501421807
"458",458,"dv7uembq",54.2727272727273,48,41,0.805090909090911,2.10948619047619,2.61251285714286,109,109,101,210,0.459414799690198,-0.332195139120908,-0.18931002760363,-0.17367780400359,-0.680185384412046
"459",459,"xevbow2z",43.4000000000001,93,72,0.283200000000005,4.76050095238095,4.5023680952381,8,4,202,210,0.772006964218861,-0.395258221260061,-0.273787513533998,-0.261164127582786,-1.2797918929675
"460",460,"yaoc5wdp",52.1227272727273,64,49,0.701890909090911,2.41896428571429,3.36564857142857,99,99,111,210,0.705738104825592,-0.563919538372041,-0.283351357463482,-0.260311724948399,-0.945330113891808
"461",461,"94we44sa",53.1454545454544,102,80,0.750981818181811,0.825381428571429,1.05651428571429,171,171,39,210,0.736328969565641,-0.534483782883901,-0.227994920039765,-0.219987842938496,-0.992009994221129
"462",462,"jud38jxy",47.3772727272729,62,45,0.474109090909099,1.06499380952381,1.59455285714286,153,151,57,210,0.605519264677296,-0.114995939204991,-0.0382300955380321,-0.0798855711439735,-0.774153672280818
"463",463,"oekmbxjz",40.190909090909,29,23,0.129163636363632,1.57309619047619,2.05577904761905,127,127,83,210,0.72340648478079,-0.303551880268678,-0.268884437335744,-0.2589526984019,-0.999195406460201
"464",464,"yoqekrae",49.8636363636365,54,44,0.593454545454552,1.51548095238095,1.93590380952381,153,151,57,210,0.968601664836588,-0.0935606067616955,-0.085422882396399,-0.103459862894068,-1.28923723292303
"465",465,"g0wpqz9x",41.490909090909,81,62,0.191563636363632,0.48685619047619,0.94333,201,177,9,210,0.541205196633003,-0.108109720999278,-0.0656502106700106,-0.0809442245196643,-0.904365439364192
"466",466,"a3cc625b",45.931818181818,84,58,0.404727272727264,3.27606142857143,3.60105666666667,88,77,122,210,0.801067750624276,-0.33861184187791,-0.290239590078433,-0.295672639913191,-1.43467931088995
"467",467,"mkhc412r",43.4318181818183,51,37,0.284727272727278,3.18517428571429,4.36643142857143,83,55,127,210,0.295763557693528,0.11803121103311,0.0113753587345973,0.0106855844769775,-0.452514463474162
"468",468,"v2e651oo",34.8363636363636,17,12,0,4.81671142857143,5.20711571428571,100,25,110,210,0.52720583917872,-0.0609157651894335,-0.0143118107232947,-0.0236872736304023,-1.45214504036869
"469",469,"4d18dw1d",49.0772727272728,101,89,0.555709090909094,1.77921476190476,2.39973095238095,133,131,77,210,1.17731548380314,-0.0939154534574664,-0.0923155412351896,-0.122264022238974,-1.13406958707577
"470",470,"on0repnz",46.7090909090909,104,78,0.442036363636363,1.19823285714286,1.56846428571429,152,152,58,210,0.819352773318987,-0.635585779046506,-0.254039145319654,-0.229204540724048,-1.02695907797939
