"","X","subjectID","score","variation","variationR","bonus","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","trials","slope_score","slope_novel","slope_dprev","slope_dhv","slope_dprew"
"133",133,"araqn644",50.3272727272727,47,36,0.61570909090909,1.25352857142857,1.25891285714286,155,142,55,210,0.963087640085451,-0.393147518254876,-0.280741575169031,-0.309046149293864,-1.21334560667483
"134",134,"ws26lh5t",49.8318181818182,24,21,0.591927272727274,0.411210476190476,0.49739380952381,188,188,22,210,0.692336055335877,-0.359448016898663,-0.191099435230872,-0.169649827032489,-1.16518837289828
"135",135,"wgsfuezt",47.6545454545455,34,25,0.487418181818184,2.2482,2.8445619047619,135,118,75,210,0.59563102680452,-0.321170363036923,-0.177706485461849,-0.206780248118449,-0.734696993062724
"136",136,"qnvv8yqa",47.1136363636364,89,68,0.461454545454547,3.36027714285714,4.14612952380952,84,41,126,210,0.0323924572645735,-0.301027305739861,-0.112776089892384,-0.100232399758422,0.0568558684886109
"137",137,"dl4eyqbx",46.3000000000001,182,131,0.422400000000005,4.37911904761905,4.54582333333333,0,0,210,210,0.452422053553162,-0.356798613010495,-0.156096283805274,-0.185132245919084,-0.664075538740629
"138",138,"okkwdmuz",44.9727272727272,133,93,0.358690909090906,2.60364523809524,3.69358952380952,81,77,129,210,0.403914955305599,-0.112426207136252,-0.00713458976687975,-0.00768087643433876,-0.46032915565923
"139",139,"5q9pdlcx",45.3909090909091,37,24,0.378763636363637,2.38128047619048,2.42291714285714,127,109,83,210,1.01697649741179,-0.0584716614539774,-0.0857482710147155,-0.0750304579500656,-1.64588668867428
"140",140,"3hfyjwzt",48.6318181818182,108,66,0.534327272727274,2.67203238095238,3.81340047619048,93,71,117,210,0.417374301871755,-0.644695284015854,-0.185141246303387,-0.147990734007271,-1.0795873286592
"141",141,"nuy037dr",41.7636363636364,39,28,0.204654545454547,2.59126571428571,2.54985619047619,129,94,81,210,0.761978935063548,-0.314097040915222,-0.224268847626598,-0.213453796570568,-1.05189471518842
"142",142,"g3l3agcg",44.0227272727274,22,17,0.313090909090916,2.34682904761905,1.97095,164,126,46,210,0.596648693673233,-0.299278159822159,-0.184975352068632,-0.199509277049404,-1.2630805505714
"143",143,"0e8cp3ts",46.9181818181817,116,86,0.452072727272722,3.33975904761905,3.5464380952381,49,46,161,210,0.759001423915008,-0.332099721692068,-0.284304038710738,-0.292708682844323,-0.938801921390824
"144",144,"0dwelmb3",46.0545454545455,13,7,0.410618181818184,0.170747142857143,0.206605238095238,205,205,5,210,0.722262208351322,-0.247141698850913,-0.18151680340468,-0.208713084595589,-1.15130146191387
"145",145,"3hnhlq41",50.8318181818182,56,46,0.639927272727274,1.8081219047619,2.29896666666667,134,134,76,210,-0.014019505278228,-0.48104392604359,-0.0484553635287647,-0.0122775802932366,0.0308265281800403
"146",146,"2fnxwnvs",49.5772727272727,53,39,0.57970909090909,2.55115380952381,2.1553580952381,123,114,87,210,0.318542547761754,-0.458737791519848,-0.107977826583171,-0.138667596871953,-0.849599313657065
"147",147,"cvn547tp",52.2,53,43,0.7056,1.65515380952381,2.07830523809524,138,138,72,210,0.68832204643042,-0.171086709363906,-0.153183545461309,-0.171776852991045,-1.12127015889236
"148",148,"r95qjqzn",41.7590909090908,72,58,0.204436363636358,5.00817714285714,4.79699571428571,4,2,206,210,0.277415708293805,-0.0584914970083611,-0.0329396174241259,0.00665091640288756,-0.596619944146092
"149",149,"1u45u548",42.6545454545454,84,59,0.247418181818179,1.34714714285714,2.27843047619048,142,134,68,210,0.000756714631635846,-0.144527923608918,-0.00368747405384287,-0.00891355991420298,-0.0608891872430376
"150",150,"4yzb4862",47.6636363636364,31,28,0.487854545454548,0.912415238095238,1.28838333333333,164,162,46,210,0.668935765880105,-0.176544702688591,-0.178150401864341,-0.17843359481317,-1.31018191420405
"151",151,"jgyk3u4o",54.1772727272728,49,41,0.800509090909095,1.72305285714286,1.97085238095238,126,126,84,210,0.589370632730811,-0.293019593083679,-0.221223699572671,-0.210457155363224,-1.02723300867802
"152",152,"ac20tx2t",36.5772727272727,79,63,0,4.91090476190476,4.87791952380952,16,4,194,210,1.22149658776182,-0.32046564192909,-0.275078963747764,-0.303060551777687,-0.953369252108778
"153",153,"o52cwpzh",55.4318181818181,35,27,0.860727272727269,1.32135904761905,1.49752571428571,153,153,57,210,0.565346816037715,-0.655838727240612,-0.27639076300544,-0.244005878850599,-0.753796761547492
"154",154,"sg90jtjf",53.9681818181819,24,21,0.790472727272731,0.942535238095238,0.982388095238095,172,172,38,210,0.676103981395009,-0.388365281645133,-0.258356616588523,-0.244523287651842,-0.972628258975007
"155",155,"nm9h4e9g",52.0318181818182,30,24,0.697527272727274,0.793549047619048,0.949928095238095,174,174,36,210,0.086778632397042,-0.446099121835136,-0.0156642783949394,-0.0154497333763928,-0.0574641045793274
"156",156,"kpel97ec",43.6227272727273,61,49,0.293890909090911,1.13341571428571,1.62482238095238,148,147,62,210,1.04780128293457,-0.327946873800498,-0.276461296025095,-0.290813413736104,-1.55795408772398
"157",157,"lc9nwnt6",42.1863636363637,45,38,0.224945454545457,1.39755,1.7640419047619,145,137,65,210,0.409546743134756,-0.582932166489025,-0.126932197762801,-0.107599378006357,-0.920298803047266
"158",158,"9urfx3x5",53.0181818181818,33,25,0.744872727272727,1.15066380952381,1.36590952380952,160,160,50,210,0.576129479950434,-0.346629833182914,-0.25006769735539,-0.241570097869055,-1.00965138466494
"159",159,"y8pxsvuv",34.9863636363637,37,24,0,4.50848476190476,2.48948761904762,145,61,65,210,0.0763556667741226,-0.101332310060618,-0.00243340654132976,-0.00026806856074435,-0.0835823454747799
"160",160,"aa79kq90",48.6954545454546,48,35,0.537381818181821,2.27416761904762,1.82138428571429,149,127,61,210,0.462712442028099,-0.153403379312066,-0.0917076242214299,-0.103920882130648,-1.03713485651697
"161",161,"ws9x8reu",60.4454545454545,54,45,1.10138181818182,1.59397714285714,1.97306428571429,135,135,75,210,1.07695388541963,-0.0282804973604003,-0.0251071864765565,-0.0279961255136008,-1.70469030127215
"162",162,"pbzu2qus",49.8363636363635,29,26,0.592145454545448,1.06041857142857,1.56260619047619,162,162,48,210,0.584573998000024,-0.267363398969766,-0.222788505633892,-0.242209249997058,-1.1098053492256
"163",163,"ufhuoag2",42.3136363636364,44,39,0.231054545454547,0.946291428571429,1.47782095238095,163,156,47,210,0.165569555280218,-0.115911496093926,-0.000899317357861779,-0.00087116558252634,-0.178637354357061
"164",164,"dxt2hbe5",50.3636363636364,44,38,0.617454545454547,2.16876380952381,2.5923319047619,121,118,89,210,0.573258743923815,-0.29372084734393,-0.0680343151719321,-0.209597220899089,-0.605348810858277
"165",165,"9n12tt53",50.5545454545453,55,45,0.626618181818174,1.94993285714286,2.44125761904762,121,121,89,210,0.453090112101619,-0.230778054125696,-0.165482504948805,-0.168588193960005,-1.86318908117887
"166",166,"tzz21om7",51.9727272727273,57,48,0.69469090909091,3.07732761904762,3.58004523809524,92,92,118,210,0.782600119391051,-0.334467489865714,-0.210597929918233,-0.25271622225027,-1.2164584830162
"167",167,"tec0scn8",52.1545454545454,44,36,0.703418181818179,2.01790523809524,2.76760428571429,120,115,90,210,0.741872419211794,-0.330800871180472,-0.244588318410519,-0.211008178966297,-2.20002842842198
"168",168,"83sszyxu",55.5772727272725,35,30,0.86770909090908,1.19533380952381,1.42329047619048,153,153,57,210,0.479626922323444,-0.752536386849924,-0.18216095273842,-0.159305641692865,-0.937829077953833
"169",169,"82z353d6",53.1590909090911,65,55,0.751636363636373,1.55603285714286,1.85225714285714,131,131,79,210,0.769052313031219,-0.263672005428452,-0.242999496899264,-0.217110765953966,-1.64417258054283
"170",170,"4j8dqyzr",51.5136363636365,38,34,0.672654545454552,1.15878619047619,1.50697571428571,154,154,56,210,0.871666358981541,-0.338611978288574,-0.255616531346265,-0.249684900535958,-1.32031894331812
"171",171,"mwxlwzyn",54.3590909090908,45,38,0.809236363636358,0.990668571428571,1.33279333333333,162,162,48,210,1.30523239660973,-0.471065967477916,-0.348949888075512,-0.341668147067813,-1.35997754196278
"172",172,"1y3mvrby",47.8227272727272,43,34,0.495490909090906,1.09827333333333,1.52769857142857,173,150,37,210,0.375564998663061,-0.0772067220947997,-0.00205705610035303,-0.0015285043927343,-0.315221751553064
"173",173,"fqz14k0q",48.2090909090909,40,35,0.514036363636363,1.98096857142857,2.22095857142857,131,127,79,210,1.03259613221136,-0.41962460870908,-0.3109840492902,-0.311391579218504,-1.43132635507139
"174",174,"w7mx2b49",46.8863636363636,33,28,0.450545454545453,0.738528571428571,0.98572619047619,170,170,40,210,0.832783656736133,-0.416408980318092,-0.323889050559011,-0.316610246940434,-1.75278782993455
"175",175,"vh11eq4r",48.0954545454546,43,39,0.508581818181821,1.21933904761905,1.37812761904762,155,154,55,210,0.946207845147474,-0.340277685763107,-0.303905174046777,-0.278939358747656,-1.31649775833032
"176",176,"dfagdbqx",51.590909090909,56,46,0.676363636363632,1.51212952380952,2.13045142857143,138,128,72,210,0.516289072737246,-0.286357974721672,-0.198935115866815,-0.186201442835534,-1.14383544507729
"177",177,"pbun22w2",44.5227272727272,40,36,0.337090909090906,1.2894480952381,2.14594523809524,137,137,73,210,0.591457370232139,-0.196352712907124,-0.134194503125017,-0.108673980046936,-1.44928992477694
"178",178,"d4sgbqmd",50.4499999999999,60,41,0.621599999999995,2.99228619047619,3.12084333333333,83,79,127,210,0.407399735805221,-0.347480402790326,-0.186934531691362,-0.19194547976215,-0.253686123855854
"179",179,"jb7pft02",56.0863636363637,62,49,0.892145454545458,1.62505285714286,2.0169619047619,128,127,82,210,0.11727735784055,-0.372724810874924,-0.143414885360636,-0.0878637721818571,-0.243412253682518
"180",180,"pozawsex",51.5545454545453,45,31,0.674618181818174,1.0007980952381,1.19236571428571,160,160,50,210,0.745365643891866,-0.188214559162128,-0.117397212168041,-0.175145757111431,-0.987038014435568
"181",181,"u12l2jht",47.2136363636364,29,21,0.466254545454547,1.20262761904762,0.943648571428571,180,164,30,210,0.45760973707301,-0.119178751456103,-0.0217615668874522,-0.0788511600537824,-1.100822081513
"182",182,"a8qpexum",41.5545454545454,14,7,0.194618181818181,2.39832428571429,3.60999047619048,177,128,33,210,0.196956874778302,0.0206518351417926,-0.00384280273591778,-0.00558616181082941,-0.450792706901513
"183",183,"j99jksdb",45.8136363636363,34,25,0.399054545454543,0.52629619047619,0.618154761904762,190,186,20,210,0.707939726359417,-0.724046855591602,-0.258661353527571,-0.230344254677571,-1.17019484806315
"184",184,"s9szsy6w",47.5681818181818,47,33,0.483272727272727,0.901297619047619,1.42744571428571,170,157,40,210,1.02666034629105,-0.360437510862019,-0.226701252553263,-0.254241293206835,-1.01398475480128
"185",185,"17fuqobw",49.1090909090909,29,15,0.557236363636364,0.878254761904762,0.999795714285714,197,183,13,210,0.841644553256238,-0.236200261989679,-0.206197608258147,-0.230317869682785,-1.3055236693918
"186",186,"82cr1h80",36.7363636363637,86,76,0,4.92118761904762,4.8659480952381,7,2,203,210,0.871277457010152,-0.251804156111845,-0.223826228688932,-0.2554199389871,-0.918034302901734
"187",187,"h87phsot",53.0545454545454,8,7,0.746618181818179,1.07760619047619,1.31157523809524,181,177,29,210,0.385346533739739,-0.144222116540056,0.0289059408541269,-0.101567143667641,-0.649260583446714
"188",188,"momcdeje",54.8636363636364,26,20,0.833454545454547,0.543648571428571,0.708300476190476,184,181,26,210,0.899746930449521,-0.0980987898194789,-0.104764212935408,-0.118247003958498,-1.43758786650565
"189",189,"habsbkg8",46.2545454545455,39,33,0.420218181818184,0.916685238095238,1.23806857142857,161,161,49,210,0.667912277622357,-0.278835067775999,-0.214292009111482,-0.222243944971885,-1.52550780751743
"190",190,"a2taqc42",48.3136363636364,73,55,0.519054545454547,1.96936857142857,2.44461285714286,111,110,99,210,0.0952508719977491,0.0206518351417926,-0.000310505508798326,-2.27765134231672e-05,-0.446853051538113
"191",191,"gn0hmzkk",46.5045454545455,59,47,0.432218181818184,2.8544080952381,3.24506571428571,95,92,115,210,0.824897369975104,-0.224228227848872,-0.178911475260701,-0.240497732930844,-1.14325285616833
"192",192,"0urt1012",48.9272727272726,40,28,0.548509090909085,2.31059238095238,2.39223,131,104,79,210,0.120307814480618,-0.166752773772055,-0.0147444109069607,-0.0319900144534507,-0.346233538891464
"193",193,"7jt9qf11",52.040909090909,49,39,0.697963636363632,0.934435714285714,1.23663714285714,162,161,48,210,0.212352615308019,-0.13047842999997,-0.0379049607496653,-0.0649296693623126,-0.38905593108576
"194",194,"g7fs9ze7",50.2409090909092,106,84,0.611563636363642,2.7792419047619,3.35793095238095,64,64,146,210,0.336776696125139,-0.109998294407069,-0.00158957473733473,-0.00477431925934338,-0.388879589725736
"195",195,"x4o058lj",48.7727272727273,51,40,0.54109090909091,2.04823761904762,3.47117428571429,137,98,73,210,0.413816308750874,-0.28442524097008,-0.194570610308457,-0.165841710927231,-1.02771461113447
"196",196,"u2a8cfsu",50.5954545454545,59,47,0.628581818181816,2.42662904761905,2.48879666666667,102,100,108,210,0.678712157101983,-0.303313800832859,-0.257482505859156,-0.270453875461453,-1.72766916445652
"197",197,"1nls4u5q",44.6136363636364,68,55,0.341454545454548,1.6753480952381,2.40619952380952,125,123,85,210,0.206884886098687,-0.113838861231612,-0.00618148268462612,-0.00120702376581136,-0.105074616139439
"198",198,"3484pa7t",42.6363636363636,53,29,0.246545454545453,5.10829952380952,4.65824047619048,31,7,179,210,0.656444365690592,-0.256470976903633,-0.207247048631903,-0.180529174238701,-1.07887950251002
"199",199,"yl5llon7",52.3136363636363,69,53,0.711054545454542,1.00730333333333,1.30113095238095,152,151,58,210,0.589849201139691,-0.584758941993291,-0.187921277357841,-0.172113855738667,-1.04376436906154
"200",200,"23odf2ue",49.2545454545454,61,44,0.564218181818179,2.19526285714286,2.83962714285714,112,111,98,210,0.622051538688655,-0.472939232224625,-0.241546671160367,-0.215245278871204,-0.929348432672974
"201",201,"x6dpln84",43.2227272727274,64,44,0.274690909090915,1.10156285714286,1.32190047619048,154,153,56,210,0.534338039809149,-0.467243812027033,-0.269238859817258,-0.24533173036136,-1.31899583402903
"202",202,"3b44614l",51.7863636363637,33,25,0.685745454545458,1.02306904761905,1.18202952380952,163,163,47,210,0.620865533751561,-0.478885065192864,-0.291967544909098,-0.265063803625116,-0.813709445851475
"203",203,"3tod3evk",48.3636363636362,51,35,0.521454545454538,1.07699428571429,1.71694952380952,161,157,49,210,0.789734564641424,-0.254409820467084,-0.208228295701907,-0.219220254373515,-1.48691716305455
"204",204,"cqqftsks",56.9454545454545,45,41,0.933381818181816,1.77248333333333,2.18801857142857,128,128,82,210,0.494606838437273,-0.225137156192374,-0.124440905133244,-0.158279069306729,-1.24761890039892
"205",205,"orpbydft",56.0090909090907,34,24,0.888436363636354,0.583041428571429,0.75590619047619,180,180,30,210,0.875740048965835,-0.309366897345085,-0.280568709858554,-0.276639915566987,-0.910671202682143
"206",206,"0xupal5x",42.4909090909091,39,29,0.239563636363637,0.983721904761905,0.91200380952381,175,157,35,210,0.893112540421219,-0.325171266073762,-0.288652239042045,-0.277342427176371,-1.55970560205802
"207",207,"jxxrv043",41.0136363636365,44,31,0.168654545454552,1.33336666666667,1.59630666666667,151,140,59,210,0.525753083314268,-0.22593303557465,-0.0977094127105532,-0.172976930062369,-1.15412136504067
"208",208,"koqpugz2",49.6681818181819,64,51,0.584072727272731,2.19105523809524,2.90517142857143,107,106,103,210,0.554940157076959,-0.667766143426554,-0.251550903199265,-0.211261436070167,-1.30718427322221
"209",209,"263rg2td",49.2772727272728,70,62,0.565309090909094,2.24498,3.17791285714286,109,103,101,210,0.431296513194332,-0.24093248602425,-0.0622952255410945,-0.081321250320164,-0.575467446025345
"210",210,"hrr07ppg",48.8999999999999,66,53,0.547199999999995,2.2924280952381,2.56934380952381,108,106,102,210,0.539311331440026,-0.13268816960666,-0.0470659244383973,-0.102415711375868,-0.687049001737329
"211",211,"1djww6qm",50.6181818181818,43,26,0.629672727272726,1.85722571428571,2.1672419047619,141,134,69,210,0.98606342598711,-0.244631468687116,-0.235431280659585,-0.220843318622007,-1.36383670560004
"212",212,"3v3mn370",53.4363636363637,8,4,0.764945454545457,0.632924761904762,0.871724285714286,189,187,21,210,0.782179440334265,-0.313457603981918,-0.2772781162899,-0.259488862823174,-0.998138920425584
"213",213,"135qwtdy",51.8045454545455,26,15,0.686618181818184,0.816590476190476,0.978748095238095,176,176,34,210,0.143719405003721,-0.492792451507843,-0.0947430123797456,-0.00524045132248255,-0.339325615623876
"214",214,"wmt9nsnd",52.8454545454545,31,24,0.736581818181816,0.929222380952381,1.26661523809524,167,167,43,210,1.03025791227922,-0.271264195528389,-0.241757525510214,-0.262038040075798,-1.01912106006044
"215",215,"45my1fdt",47.0727272727273,95,79,0.45949090909091,2.52286523809524,2.92888666666667,75,75,135,210,0.458636189640961,-0.528188238624075,-0.236835249122797,-0.21413381967826,-1.27438487829683
"216",216,"vu9lwuqb",48.9409090909093,49,43,0.549163636363647,1.47786476190476,2.02936380952381,136,135,74,210,0.149471138958491,-0.489307185030646,-0.0381735171504686,-0.0537783988028907,-0.0113640501769626
"217",217,"yyeygp1e",48.2045454545454,20,16,0.513818181818179,0.933160952380952,1.0730680952381,169,168,41,210,0.634650311359879,-0.362150135223011,-0.241449655274716,-0.219287145367244,-1.38585707600251
"218",218,"bc7dt0ks",49.0954545454545,52,36,0.556581818181816,1.21187476190476,1.9594,152,148,58,210,0.329908038361415,-0.181278569402428,-0.0608832783751819,-0.111370697610906,-0.800567981823371
"219",219,"vmo0k017",50.4181818181819,21,17,0.620072727272732,0.819345238095238,1.05797666666667,174,174,36,210,0.56037522317421,-0.163420837314246,0.00404560945539351,-0.0994023970987842,-0.530903558612733
"220",220,"3hjpvxo8",42.2727272727273,86,65,0.229090909090911,2.52843952380952,3.21366333333333,97,92,113,210,0.948694754947378,-0.276200225292079,-0.206450050938642,-0.234993456875961,-1.20886249775573
"221",221,"ly335abk",36.4863636363636,19,10,0,0,0,210,210,0,210,0.506631130605579,-0.243740307663976,-0.0357983249631597,-0.0517590083398911,-0.6758303774608
"222",222,"elpewlq2",45.3454545454545,52,32,0.376581818181816,0.840979523809524,1.34673095238095,171,169,39,210,0.519887524726754,-0.284122507441069,-0.143027009659563,-0.129695969498156,-0.780931096918209
"223",223,"95ke8rst",48.5454545454544,63,48,0.530181818181811,1.01342285714286,1.42651428571429,154,154,56,210,0.551226009251975,-0.572298096416749,-0.225340021563633,-0.20307590190104,-0.79720852943631
"224",224,"j1xhpm98",48.1818181818182,60,43,0.512727272727274,2.15517761904762,3.27064666666667,132,113,78,210,0.139024752801052,-0.242258429101601,-0.0404283772709419,-0.0318774885209734,-0.286236676211502
"225",225,"yglpr1l4",52.1499999999999,52,32,0.703199999999995,1.39096523809524,1.79011952380952,156,156,54,210,1.00164575743836,-0.40360396290703,-0.296412594019968,-0.318556408923952,-1.10147884636682
"226",226,"uo88gv0w",49.5227272727273,52,36,0.57709090909091,0.883682380952381,1.24201476190476,166,165,44,210,0.577839711644805,-0.120058310925969,-0.0128028032294153,-0.0380041223386743,-0.371679766750316
"227",227,"73pnjtbl",56.0227272727274,20,15,0.889090909090915,1.59773095238095,1.91157904761905,149,145,61,210,0.576691248057677,-0.280093829443404,-0.141575885792873,-0.173170847278384,-1.04630361825604
"228",228,"4c5nwmmv",48.5818181818182,57,46,0.531927272727273,2.24786,3.19522619047619,104,103,106,210,0.271940963075169,-0.0980514949536468,-0.0498650509691212,-0.0117613628602226,-0.717161248714273
"229",229,"69dj2agf",44.731818181818,70,52,0.347127272727264,1.43247285714286,1.45240095238095,139,137,71,210,0.659054887188079,-0.542905156125711,-0.220938385349521,-0.189847009756699,-0.95382121051753
"230",230,"0v6umdqx",47.1954545454545,36,30,0.465381818181816,2.14786285714286,2.56707619047619,119,118,91,210,0.740816982180106,-0.536606225488961,-0.275046334238059,-0.251915132262831,-0.881965644127997
"231",231,"r8od6e5e",53.6227272727273,68,59,0.77389090909091,2.28472285714286,2.67568761904762,110,109,100,210,1.17830871161947,-0.4571227839948,-0.32791913633807,-0.305949523427803,-1.35902250907518
"232",232,"hh8bjbva",39.6363636363637,46,33,0.102545454545457,0.636413333333333,1.3816680952381,179,176,31,210,0.155801427079702,-0.157964432431993,-0.00315909284332902,-0.00185334470814555,0.0470880555838046
"233",233,"rkl43lw9",52.3863636363635,21,21,0.714545454545448,0.767286666666667,0.83143380952381,178,178,32,210,0.698858985007727,-0.783295839724394,-0.300153167440909,-0.278898608348439,-1.14725359401804
"234",234,"k47b3m0z",44.2090909090908,51,39,0.322036363636358,1.17245428571429,1.53773047619048,147,147,63,210,0.17204810952311,-0.0169857897228894,-0.0180296644564499,-0.012236739848836,-0.62391502887485
"235",235,"nd652d7c",52.6772727272726,31,29,0.728509090909085,0.994532857142857,1.42464142857143,161,157,49,210,0.597137715115958,-0.214446367989494,-0.168068170345107,-0.162759554752603,-1.04810904419518
"236",236,"dgjggl2o",49.7954545454544,66,52,0.590181818181811,2.74298714285714,3.16798476190476,103,69,107,210,0.306801638412362,-0.321369635273112,-0.123135003275341,-0.149322745020528,-1.12394029300066
"237",237,"qap1fqjh",43.4318181818181,37,29,0.284727272727269,0.789825714285714,1.42813238095238,174,167,36,210,0.616790048372741,-0.170242224767298,-0.173537346215313,-0.165799068569203,-1.46586501406686
"238",238,"cr9sm4s3",53.9863636363635,66,53,0.791345454545448,1.8085280952381,2.38163142857143,120,120,90,210,0.695519697249686,-0.262706694399076,-0.092560393561057,-0.204788123746969,-0.948918455450301
"239",239,"nvq7lger",45.1636363636363,104,80,0.367854545454543,2.76833857142857,3.02726619047619,96,80,114,210,1.00064570999611,-0.505957192383511,-0.303192521805453,-0.273261566172845,-0.859008093909949
"240",240,"3rz4swne",52.6363636363636,31,31,0.726545454545453,1.80849857142857,2.61454380952381,145,131,65,210,0.606999583518942,-0.326063800035597,-0.197646542540547,-0.271576518235613,-0.734081025207294
"241",241,"jzlnzj7b",46.8772727272727,82,70,0.45010909090909,2.38293285714286,3.03900952380952,89,86,121,210,1.02994081718992,-0.319604766618844,-0.285840684228943,-0.288617504829561,-0.926291168138863
"242",242,"69pm4uqh",40.7818181818184,68,50,0.157527272727283,1.2311319047619,2.26716380952381,161,144,49,210,0.701206751219634,-0.344467099962798,-0.205616864843919,-0.196715551710289,-1.14281889728661
"243",243,"2ao3mxn4",42.9590909090909,133,91,0.262036363636363,4.87428142857143,4.6781019047619,4,0,206,210,-0.0738454092472943,-0.142721372493617,-0.0335938676286497,0.0149160365088595,-0.691747313047647
"244",244,"5hp2cdgx",50.5863636363636,58,34,0.628145454545453,2.30330333333333,2.86950238095238,133,116,77,210,0.637038198893923,-0.180318419937022,-0.11707153358085,-0.172686626215042,-1.13899694141682
"245",245,"06zfab74",50.4545454545457,32,26,0.621818181818194,0.856520952380952,1.23084142857143,171,169,39,210,0.312371120822995,-0.0151440410147691,0.0719268986573091,0.0730566593923059,-0.958885303883976
"246",246,"l0mltuag",58.1045454545454,62,47,0.989018181818179,2.28051142857143,2.79931238095238,108,105,102,210,0.698274879325585,-0.165335419931901,-0.0570165574510834,-0.15469665633807,-0.769125735769855
"247",247,"fu02yz2g",47.8772727272728,72,53,0.498109090909094,1.96676380952381,2.52402761904762,116,115,94,210,0.728261140029641,-0.256363647421476,-0.217932321477031,-0.181025127085398,-0.962007789979212
"248",248,"gnbeoja8",45.8409090909089,53,45,0.400363636363627,Inf,2.13857904761905,151,95,59,210,0.321780656760229,-0.204504369838109,-0.0672172048597608,-0.0691165935687165,-0.65102693293943
"249",249,"b2jkxysa",54.15,41,31,0.7992,2.12474333333333,2.3554,122,117,88,210,0.857454099500704,-0.283251760860941,-0.268510802139356,-0.253253388015387,-1.34362258111112
"250",250,"19czmcvf",40.5318181818182,69,57,0.145527272727273,1.39034095238095,1.86193476190476,137,133,73,210,0.0288815404972184,-0.461358757787481,-0.0273924499746427,-0.0216000412673502,-0.012435270882293
"251",251,"nzv6jwhs",55.4727272727274,32,20,0.862690909090915,1.0250219047619,1.48538571428571,164,164,46,210,0.978631792661083,-0.265300344374372,-0.23908958920951,-0.259262496357506,-1.62796487776213
"252",252,"jtrymj6s",53.4272727272726,58,40,0.764509090909085,2.57824285714286,3.62263857142857,111,104,99,210,1.02398466224789,-0.434106151409255,-0.35278968390787,-0.323058182944548,-1.20018906107739
"253",253,"66ap3ujd",49.290909090909,67,45,0.565963636363632,1.39782857142857,1.66236333333333,145,142,65,210,0.746919481233733,-0.230028388872439,-0.217851130855875,-0.197003273622298,-1.18552324162307
"254",254,"0enc0xdd",53.6181818181819,43,39,0.773672727272732,1.19828285714286,1.4863880952381,152,152,58,210,0.873877353873725,-0.298905987519714,-0.244119411018106,-0.284524126663522,-1.34995695582604
"255",255,"2l7t057t",50.4363636363637,121,89,0.620945454545458,3.32214428571429,3.74772428571429,42,40,168,210,0.956858941295722,-0.232770644678672,-0.182285996493596,-0.236336502607193,-1.37755766682036
"256",256,"wtm8kuhe",54.4954545454545,72,41,0.815781818181816,1.52782904761905,1.93230047619048,136,135,74,210,0.639248125569554,-0.239892896296554,-0.2289611232562,-0.201793958250932,-0.972605556332386
"257",257,"70kdk5v2",54.5681818181818,59,46,0.819272727272726,1.70455952380952,2.24006142857143,131,128,79,210,0.513357532648742,-0.292100833451957,-0.216707062178876,-0.168502247491087,-0.662528349552187
"258",258,"2r65jqgo",50.2136363636363,49,44,0.610254545454542,1.53676380952381,2.10956857142857,154,134,56,210,0.620626880386615,-0.239830862629159,-0.21294753732327,-0.236142455191406,-1.31198555973988
"259",259,"0wf2ddmv",52.5090909090909,47,42,0.720436363636363,2.95402142857143,3.80434,86,83,124,210,1.02832239312491,-0.495670674389929,-0.337760941568987,-0.321962570024612,-1.56144087534958
"260",260,"2yz5r5vz",52.0318181818181,42,35,0.697527272727269,1.62235285714286,2.31396238095238,143,133,67,210,0.724085311066184,-0.371340589626762,-0.2932360746584,-0.262008914951714,-0.98706729840997
"261",261,"0p415lx3",46.6863636363635,89,62,0.440945454545448,4.06908095238095,4.36415523809524,71,27,139,210,0.92934034827824,-0.432922000400673,-0.311468738004534,-0.307917306151657,-1.21432956690119
"262",262,"yqvyh6vn",46.3272727272727,52,36,0.42370909090909,1.00026857142857,1.2412519047619,161,160,49,210,0.538257861939287,-0.364756753150276,-0.116612764378231,-0.178651614101777,-0.661760033917132
"263",263,"m6mcssjj",52.05,33,25,0.6984,0.929692380952381,1.03025904761905,169,165,41,210,0.407567615234821,-0.645780052887856,-0.194353281924734,-0.166148029482319,-0.743358449224459
"264",264,"hlxy6xje",47.8000000000001,65,42,0.494400000000005,1.04058238095238,1.36428666666667,152,152,58,210,0.656146929607612,-0.198247381035848,-0.15116452068223,-0.165866542603376,-1.00906045624681
"265",265,"jpcjb9dd",48.5454545454546,52,41,0.530181818181821,2.11218714285714,3.07497952380952,115,111,95,210,0.090256362221064,-0.0785193193354237,-4.78263091316378e-06,0.00208061638099047,0.0440875200035984
"266",266,"oxy5h9qe",49.9409090909091,69,51,0.597163636363637,2.66589285714286,3.27337238095238,87,87,123,210,0.46129894790209,-0.0599449468531175,-0.00920816326023502,-0.00906902836405496,-0.890580384468255
"267",267,"7rxojoy0",46.0909090909091,75,58,0.412363636363637,1.76422380952381,2.5466780952381,132,116,78,210,0.742048674310188,-0.277119046291509,-0.263498006852385,-0.247307106215051,-0.808882188898434
"268",268,"21u5e871",48.45,47,36,0.5256,1.0069819047619,1.43630523809524,160,155,50,210,0.693754195850222,-0.304960276068001,-0.238525992394231,-0.222440429689594,-1.49818318332031
